2026-02-20T10:32:01 | ERROR    | __main__ | Mensagem descartada | topic=curso/smartaqua/telemetry/SAT-AQUA-01 | erro=Integridade Falhou: ice_thickness_m reportado fora das regiões polares (lat=19.7345)
2026-02-20T10:32:28 | ERROR    | __main__ | Mensagem descartada | topic=curso/smartaqua/telemetry/SAT-AQUA-03 | erro=Integridade Falhou: altitude_km deve ser positivo: -2620.79
2026-02-20T10:32:28 | ERROR    | __main__ | Mensagem descartada | topic=curso/smartaqua/telemetry/SAT-AQUA-04 | erro=Integridade Falhou: ice_thickness_m reportado fora das regiões polares (lat=0.0)
2026-02-20T10:32:28 | ERROR    | __main__ | Mensagem descartada | topic=curso/smartaqua/telemetry/SAT-AQUA-05 | erro=Integridade Falhou: ice_thickness_m reportado fora das regiões polares (lat=48.0911)
2026-02-20T10:32:29 | ERROR    | __main__ | Mensagem descartada | topic=curso/smartaqua/telemetry/SAT-AQUA-01 | erro=Integridade Falhou: ice_thickness_m reportado fora das regiões polares (lat=19.8538)
2026-02-20T10:32:29 | ERROR    | __main__ | Mensagem descartada | topic=curso/smartaqua/telemetry/SAT-AQUA-02 | erro=Integridade Falhou: core_temp_c fora do domínio [-100, 200]: 2698.9
2026-02-20T10:32:29 | ERROR    | __main__ | Mensagem descartada | topic=curso/smartaqua/telemetry/SAT-AQUA-03 | erro=Integridade Falhou: altitude_km deve ser positivo: -2621.04
2026-02-20T10:32:29 | ERROR    | __main__ | Mensagem descartada | topic=curso/smartaqua/telemetry/SAT-AQUA-04 | erro=Integridade Falhou: ice_thickness_m reportado fora das regiões polares (lat=0.0)
2026-02-20T10:32:29 | ERROR    | __main__ | Mensagem descartada | topic=curso/smartaqua/telemetry/SAT-AQUA-05 | erro=Integridade Falhou: ice_thickness_m reportado fora das regiões polares (lat=48.017)
2026-02-20T10:32:30 | ERROR    | __main__ | Mensagem descartada | topic=curso/smartaqua/telemetry/SAT-AQUA-01 | erro=Integridade Falhou: ice_thickness_m reportado fora das regiões polares (lat=19.9283)
2026-02-20T10:32:30 | ERROR    | __main__ | Mensagem descartada | topic=curso/smartaqua/telemetry/SAT-AQUA-02 | erro=Integridade Falhou: core_temp_c fora do domínio [-100, 200]: 2698.8
2026-02-20T10:32:30 | ERROR    | __main__ | Mensagem descartada | topic=curso/smartaqua/telemetry/SAT-AQUA-03 | erro=Integridade Falhou: altitude_km deve ser positivo: -2621.59
2026-02-20T10:32:30 | ERROR    | __main__ | Mensagem descartada | topic=curso/smartaqua/telemetry/SAT-AQUA-04 | erro=Integridade Falhou: ice_thickness_m reportado fora das regiões polares (lat=0.0)
2026-02-20T10:32:30 | ERROR    | __main__ | Mensagem descartada | topic=curso/smartaqua/telemetry/SAT-AQUA-05 | erro=Integridade Falhou: ice_thickness_m reportado fora das regiões polares (lat=47.56)
2026-02-20T10:32:31 | ERROR    | __main__ | Mensagem descartada | topic=curso/smartaqua/telemetry/SAT-AQUA-01 | erro=Integridade Falhou: ice_thickness_m reportado fora das regiões polares (lat=19.7079)
2026-02-20T10:32:31 | ERROR    | __main__ | Mensagem descartada | topic=curso/smartaqua/telemetry/SAT-AQUA-02 | erro=Integridade Falhou: core_temp_c fora do domínio [-100, 200]: 2700.8
2026-02-20T10:32:31 | ERROR    | __main__ | Mensagem descartada | topic=curso/smartaqua/telemetry/SAT-AQUA-03 | erro=Integridade Falhou: altitude_km deve ser positivo: -2622.03
2026-02-20T10:32:31 | ERROR    | __main__ | Mensagem descartada | topic=curso/smartaqua/telemetry/SAT-AQUA-04 | erro=Integridade Falhou: ice_thickness_m reportado fora das regiões polares (lat=0.0)
2026-02-20T10:32:31 | ERROR    | __main__ | Mensagem descartada | topic=curso/smartaqua/telemetry/SAT-AQUA-05 | erro=Integridade Falhou: ice_thickness_m reportado fora das regiões polares (lat=47.9002)
2026-02-20T10:32:32 | ERROR    | __main__ | Mensagem descartada | topic=curso/smartaqua/telemetry/SAT-AQUA-01 | erro=Integridade Falhou: ice_thickness_m reportado fora das regiões polares (lat=19.7808)
2026-02-20T10:32:32 | ERROR    | __main__ | Mensagem descartada | topic=curso/smartaqua/telemetry/SAT-AQUA-02 | erro=Integridade Falhou: core_temp_c fora do domínio [-100, 200]: 2699.9
2026-02-20T10:32:32 | ERROR    | __main__ | Mensagem descartada | topic=curso/smartaqua/telemetry/SAT-AQUA-03 | erro=Integridade Falhou: altitude_km deve ser positivo: -2622.67
2026-02-20T10:32:32 | ERROR    | __main__ | Mensagem descartada | topic=curso/smartaqua/telemetry/SAT-AQUA-04 | erro=Integridade Falhou: ice_thickness_m reportado fora das regiões polares (lat=0.0)
2026-02-20T10:32:32 | ERROR    | __main__ | Mensagem descartada | topic=curso/smartaqua/telemetry/SAT-AQUA-05 | erro=Integridade Falhou: ice_thickness_m reportado fora das regiões polares (lat=47.6924)
2026-02-20T10:32:33 | ERROR    | __main__ | Mensagem descartada | topic=curso/smartaqua/telemetry/SAT-AQUA-01 | erro=Integridade Falhou: ice_thickness_m reportado fora das regiões polares (lat=20.0178)
2026-02-20T10:32:33 | ERROR    | __main__ | Mensagem descartada | topic=curso/smartaqua/telemetry/SAT-AQUA-02 | erro=Integridade Falhou: core_temp_c fora do domínio [-100, 200]: 2699.6
2026-02-20T10:32:33 | ERROR    | __main__ | Mensagem descartada | topic=curso/smartaqua/telemetry/SAT-AQUA-03 | erro=Integridade Falhou: altitude_km deve ser positivo: -2622.89
2026-02-20T10:32:33 | ERROR    | __main__ | Mensagem descartada | topic=curso/smartaqua/telemetry/SAT-AQUA-04 | erro=Integridade Falhou: ice_thickness_m reportado fora das regiões polares (lat=0.0)
2026-02-20T10:32:33 | ERROR    | __main__ | Mensagem descartada | topic=curso/smartaqua/telemetry/SAT-AQUA-05 | erro=Integridade Falhou: ice_thickness_m reportado fora das regiões polares (lat=47.4417)
2026-02-20T10:32:34 | ERROR    | __main__ | Mensagem descartada | topic=curso/smartaqua/telemetry/SAT-AQUA-01 | erro=Integridade Falhou: ice_thickness_m reportado fora das regiões polares (lat=20.4241)
2026-02-20T10:32:34 | ERROR    | __main__ | Mensagem descartada | topic=curso/smartaqua/telemetry/SAT-AQUA-02 | erro=Integridade Falhou: core_temp_c fora do domínio [-100, 200]: 2699.4
2026-02-20T10:32:34 | ERROR    | __main__ | Mensagem descartada | topic=curso/smartaqua/telemetry/SAT-AQUA-03 | erro=Integridade Falhou: altitude_km deve ser positivo: -2623.54
2026-02-20T10:32:34 | ERROR    | __main__ | Mensagem descartada | topic=curso/smartaqua/telemetry/SAT-AQUA-04 | erro=Integridade Falhou: ice_thickness_m reportado fora das regiões polares (lat=0.0)
2026-02-20T10:32:34 | ERROR    | __main__ | Mensagem descartada | topic=curso/smartaqua/telemetry/SAT-AQUA-05 | erro=Integridade Falhou: ice_thickness_m reportado fora das regiões polares (lat=47.2432)
2026-02-20T10:32:35 | ERROR    | __main__ | Mensagem descartada | topic=curso/smartaqua/telemetry/SAT-AQUA-01 | erro=Integridade Falhou: ice_thickness_m reportado fora das regiões polares (lat=20.6893)
2026-02-20T10:32:35 | ERROR    | __main__ | Mensagem descartada | topic=curso/smartaqua/telemetry/SAT-AQUA-02 | erro=Integridade Falhou: core_temp_c fora do domínio [-100, 200]: 2700.6
2026-02-20T10:32:35 | ERROR    | __main__ | Mensagem descartada | topic=curso/smartaqua/telemetry/SAT-AQUA-03 | erro=Integridade Falhou: altitude_km deve ser positivo: -2624.17
2026-02-20T10:32:35 | ERROR    | __main__ | Mensagem descartada | topic=curso/smartaqua/telemetry/SAT-AQUA-04 | erro=Integridade Falhou: ice_thickness_m reportado fora das regiões polares (lat=0.0)
2026-02-20T10:32:35 | ERROR    | __main__ | Mensagem descartada | topic=curso/smartaqua/telemetry/SAT-AQUA-05 | erro=Integridade Falhou: ice_thickness_m reportado fora das regiões polares (lat=47.0292)
2026-02-20T10:32:36 | ERROR    | __main__ | Mensagem descartada | topic=curso/smartaqua/telemetry/SAT-AQUA-01 | erro=Integridade Falhou: ice_thickness_m reportado fora das regiões polares (lat=20.3109)
2026-02-20T10:32:36 | ERROR    | __main__ | Mensagem descartada | topic=curso/smartaqua/telemetry/SAT-AQUA-02 | erro=Integridade Falhou: core_temp_c fora do domínio [-100, 200]: 2700.6
2026-02-20T10:32:36 | ERROR    | __main__ | Mensagem descartada | topic=curso/smartaqua/telemetry/SAT-AQUA-03 | erro=Integridade Falhou: altitude_km deve ser positivo: -2624.7
2026-02-20T10:32:36 | ERROR    | __main__ | Mensagem descartada | topic=curso/smartaqua/telemetry/SAT-AQUA-04 | erro=Integridade Falhou: ice_thickness_m reportado fora das regiões polares (lat=0.0)
2026-02-20T10:32:36 | ERROR    | __main__ | Mensagem descartada | topic=curso/smartaqua/telemetry/SAT-AQUA-05 | erro=Integridade Falhou: ice_thickness_m reportado fora das regiões polares (lat=46.7205)
2026-02-20T10:32:37 | ERROR    | __main__ | Mensagem descartada | topic=curso/smartaqua/telemetry/SAT-AQUA-01 | erro=Integridade Falhou: ice_thickness_m reportado fora das regiões polares (lat=20.6947)
2026-02-20T10:32:37 | ERROR    | __main__ | Mensagem descartada | topic=curso/smartaqua/telemetry/SAT-AQUA-02 | erro=Integridade Falhou: core_temp_c fora do domínio [-100, 200]: 2700.7
2026-02-20T10:32:37 | ERROR    | __main__ | Mensagem descartada | topic=curso/smartaqua/telemetry/SAT-AQUA-03 | erro=Integridade Falhou: altitude_km deve ser positivo: -2625.42
2026-02-20T10:32:37 | ERROR    | __main__ | Mensagem descartada | topic=curso/smartaqua/telemetry/SAT-AQUA-04 | erro=Integridade Falhou: ice_thickness_m reportado fora das regiões polares (lat=0.0)
2026-02-20T10:32:37 | ERROR    | __main__ | Mensagem descartada | topic=curso/smartaqua/telemetry/SAT-AQUA-05 | erro=Integridade Falhou: ice_thickness_m reportado fora das regiões polares (lat=46.8398)
2026-02-20T10:32:38 | ERROR    | __main__ | Mensagem descartada | topic=curso/smartaqua/telemetry/SAT-AQUA-01 | erro=Integridade Falhou: ice_thickness_m reportado fora das regiões polares (lat=21.0756)
2026-02-20T10:32:38 | ERROR    | __main__ | Mensagem descartada | topic=curso/smartaqua/telemetry/SAT-AQUA-02 | erro=Integridade Falhou: core_temp_c fora do domínio [-100, 200]: 2701.8
2026-02-20T10:32:38 | ERROR    | __main__ | Mensagem descartada | topic=curso/smartaqua/telemetry/SAT-AQUA-03 | erro=Integridade Falhou: altitude_km deve ser positivo: -2625.73
2026-02-20T10:32:38 | ERROR    | __main__ | Mensagem descartada | topic=curso/smartaqua/telemetry/SAT-AQUA-04 | erro=Integridade Falhou: ice_thickness_m reportado fora das regiões polares (lat=0.0)
2026-02-20T10:32:38 | ERROR    | __main__ | Mensagem descartada | topic=curso/smartaqua/telemetry/SAT-AQUA-05 | erro=Integridade Falhou: ice_thickness_m reportado fora das regiões polares (lat=47.1085)
2026-02-20T10:32:39 | ERROR    | __main__ | Mensagem descartada | topic=curso/smartaqua/telemetry/SAT-AQUA-01 | erro=Integridade Falhou: ice_thickness_m reportado fora das regiões polares (lat=21.2847)
2026-02-20T10:32:39 | ERROR    | __main__ | Mensagem descartada | topic=curso/smartaqua/telemetry/SAT-AQUA-02 | erro=Integridade Falhou: core_temp_c fora do domínio [-100, 200]: 2702.2
2026-02-20T10:32:39 | ERROR    | __main__ | Mensagem descartada | topic=curso/smartaqua/telemetry/SAT-AQUA-03 | erro=Integridade Falhou: altitude_km deve ser positivo: -2626.51
2026-02-20T10:32:39 | ERROR    | __main__ | Mensagem descartada | topic=curso/smartaqua/telemetry/SAT-AQUA-04 | erro=Integridade Falhou: ice_thickness_m reportado fora das regiões polares (lat=0.0)
2026-02-20T10:32:39 | ERROR    | __main__ | Mensagem descartada | topic=curso/smartaqua/telemetry/SAT-AQUA-05 | erro=Integridade Falhou: ice_thickness_m reportado fora das regiões polares (lat=47.2199)
2026-02-20T10:32:40 | ERROR    | __main__ | Mensagem descartada | topic=curso/smartaqua/telemetry/SAT-AQUA-01 | erro=Integridade Falhou: ice_thickness_m reportado fora das regiões polares (lat=21.5281)
2026-02-20T10:32:40 | ERROR    | __main__ | Mensagem descartada | topic=curso/smartaqua/telemetry/SAT-AQUA-02 | erro=Integridade Falhou: core_temp_c fora do domínio [-100, 200]: 2703.5
2026-02-20T10:32:40 | ERROR    | __main__ | Mensagem descartada | topic=curso/smartaqua/telemetry/SAT-AQUA-03 | erro=Integridade Falhou: altitude_km deve ser positivo: -2627.18
2026-02-20T10:32:40 | ERROR    | __main__ | Mensagem descartada | topic=curso/smartaqua/telemetry/SAT-AQUA-04 | erro=Integridade Falhou: ice_thickness_m reportado fora das regiões polares (lat=0.0)
2026-02-20T10:32:40 | ERROR    | __main__ | Mensagem descartada | topic=curso/smartaqua/telemetry/SAT-AQUA-05 | erro=Integridade Falhou: ice_thickness_m reportado fora das regiões polares (lat=47.7128)
2026-02-20T10:32:41 | ERROR    | __main__ | Mensagem descartada | topic=curso/smartaqua/telemetry/SAT-AQUA-01 | erro=Integridade Falhou: ice_thickness_m reportado fora das regiões polares (lat=21.1392)
2026-02-20T10:32:41 | ERROR    | __main__ | Mensagem descartada | topic=curso/smartaqua/telemetry/SAT-AQUA-02 | erro=Integridade Falhou: core_temp_c fora do domínio [-100, 200]: 2704.0
2026-02-20T10:32:41 | ERROR    | __main__ | Mensagem descartada | topic=curso/smartaqua/telemetry/SAT-AQUA-03 | erro=Integridade Falhou: altitude_km deve ser positivo: -2627.43
2026-02-20T10:32:41 | ERROR    | __main__ | Mensagem descartada | topic=curso/smartaqua/telemetry/SAT-AQUA-04 | erro=Integridade Falhou: ice_thickness_m reportado fora das regiões polares (lat=0.0)
2026-02-20T10:32:41 | ERROR    | __main__ | Mensagem descartada | topic=curso/smartaqua/telemetry/SAT-AQUA-05 | erro=Integridade Falhou: ice_thickness_m reportado fora das regiões polares (lat=47.4533)
2026-02-20T10:32:42 | ERROR    | __main__ | Mensagem descartada | topic=curso/smartaqua/telemetry/SAT-AQUA-01 | erro=Integridade Falhou: ice_thickness_m reportado fora das regiões polares (lat=21.1311)
2026-02-20T10:32:42 | ERROR    | __main__ | Mensagem descartada | topic=curso/smartaqua/telemetry/SAT-AQUA-02 | erro=Integridade Falhou: core_temp_c fora do domínio [-100, 200]: 2704.0
2026-02-20T10:32:42 | ERROR    | __main__ | Mensagem descartada | topic=curso/smartaqua/telemetry/SAT-AQUA-03 | erro=Integridade Falhou: altitude_km deve ser positivo: -2628.01
2026-02-20T10:32:42 | ERROR    | __main__ | Mensagem descartada | topic=curso/smartaqua/telemetry/SAT-AQUA-04 | erro=Integridade Falhou: ice_thickness_m reportado fora das regiões polares (lat=0.0)
2026-02-20T10:32:42 | ERROR    | __main__ | Mensagem descartada | topic=curso/smartaqua/telemetry/SAT-AQUA-05 | erro=Integridade Falhou: ice_thickness_m reportado fora das regiões polares (lat=47.0248)
2026-02-20T10:32:43 | ERROR    | __main__ | Mensagem descartada | topic=curso/smartaqua/telemetry/SAT-AQUA-01 | erro=Integridade Falhou: ice_thickness_m reportado fora das regiões polares (lat=21.2375)
2026-02-20T10:32:43 | ERROR    | __main__ | Mensagem descartada | topic=curso/smartaqua/telemetry/SAT-AQUA-02 | erro=Integridade Falhou: core_temp_c fora do domínio [-100, 200]: 2705.5
2026-02-20T10:32:43 | ERROR    | __main__ | Mensagem descartada | topic=curso/smartaqua/telemetry/SAT-AQUA-03 | erro=Integridade Falhou: altitude_km deve ser positivo: -2628.6
2026-02-20T10:32:43 | ERROR    | __main__ | Mensagem descartada | topic=curso/smartaqua/telemetry/SAT-AQUA-04 | erro=Integridade Falhou: ice_thickness_m reportado fora das regiões polares (lat=0.0)
2026-02-20T10:32:43 | ERROR    | __main__ | Mensagem descartada | topic=curso/smartaqua/telemetry/SAT-AQUA-05 | erro=Integridade Falhou: ice_thickness_m reportado fora das regiões polares (lat=47.2611)
2026-02-20T10:32:44 | ERROR    | __main__ | Mensagem descartada | topic=curso/smartaqua/telemetry/SAT-AQUA-01 | erro=Integridade Falhou: ice_thickness_m reportado fora das regiões polares (lat=21.0575)
2026-02-20T10:32:44 | ERROR    | __main__ | Mensagem descartada | topic=curso/smartaqua/telemetry/SAT-AQUA-02 | erro=Integridade Falhou: core_temp_c fora do domínio [-100, 200]: 2706.8
2026-02-20T10:32:44 | ERROR    | __main__ | Mensagem descartada | topic=curso/smartaqua/telemetry/SAT-AQUA-03 | erro=Integridade Falhou: altitude_km deve ser positivo: -2629.16
2026-02-20T10:32:44 | ERROR    | __main__ | Mensagem descartada | topic=curso/smartaqua/telemetry/SAT-AQUA-04 | erro=Integridade Falhou: ice_thickness_m reportado fora das regiões polares (lat=0.0)
2026-02-20T10:32:44 | ERROR    | __main__ | Mensagem descartada | topic=curso/smartaqua/telemetry/SAT-AQUA-05 | erro=Integridade Falhou: ice_thickness_m reportado fora das regiões polares (lat=47.401)
2026-02-20T10:32:45 | ERROR    | __main__ | Mensagem descartada | topic=curso/smartaqua/telemetry/SAT-AQUA-01 | erro=Integridade Falhou: ice_thickness_m reportado fora das regiões polares (lat=20.56)
2026-02-20T10:32:45 | ERROR    | __main__ | Mensagem descartada | topic=curso/smartaqua/telemetry/SAT-AQUA-02 | erro=Integridade Falhou: core_temp_c fora do domínio [-100, 200]: 2707.8
2026-02-20T10:32:45 | ERROR    | __main__ | Mensagem descartada | topic=curso/smartaqua/telemetry/SAT-AQUA-03 | erro=Integridade Falhou: altitude_km deve ser positivo: -2629.65
2026-02-20T10:32:45 | ERROR    | __main__ | Mensagem descartada | topic=curso/smartaqua/telemetry/SAT-AQUA-04 | erro=Integridade Falhou: ice_thickness_m reportado fora das regiões polares (lat=0.0)
2026-02-20T10:32:45 | ERROR    | __main__ | Mensagem descartada | topic=curso/smartaqua/telemetry/SAT-AQUA-05 | erro=Integridade Falhou: ice_thickness_m reportado fora das regiões polares (lat=47.4931)
2026-02-20T10:32:46 | ERROR    | __main__ | Mensagem descartada | topic=curso/smartaqua/telemetry/SAT-AQUA-01 | erro=Integridade Falhou: ice_thickness_m reportado fora das regiões polares (lat=20.9877)
2026-02-20T10:32:46 | ERROR    | __main__ | Mensagem descartada | topic=curso/smartaqua/telemetry/SAT-AQUA-02 | erro=Integridade Falhou: core_temp_c fora do domínio [-100, 200]: 2708.9
2026-02-20T10:32:46 | ERROR    | __main__ | Mensagem descartada | topic=curso/smartaqua/telemetry/SAT-AQUA-03 | erro=Integridade Falhou: altitude_km deve ser positivo: -2630.13
2026-02-20T10:32:46 | ERROR    | __main__ | Mensagem descartada | topic=curso/smartaqua/telemetry/SAT-AQUA-04 | erro=Integridade Falhou: ice_thickness_m reportado fora das regiões polares (lat=0.0)
2026-02-20T10:32:46 | ERROR    | __main__ | Mensagem descartada | topic=curso/smartaqua/telemetry/SAT-AQUA-05 | erro=Integridade Falhou: ice_thickness_m reportado fora das regiões polares (lat=47.2626)
2026-02-20T10:32:47 | ERROR    | __main__ | Mensagem descartada | topic=curso/smartaqua/telemetry/SAT-AQUA-01 | erro=Integridade Falhou: ice_thickness_m reportado fora das regiões polares (lat=20.672)
2026-02-20T10:32:47 | ERROR    | __main__ | Mensagem descartada | topic=curso/smartaqua/telemetry/SAT-AQUA-02 | erro=Integridade Falhou: core_temp_c fora do domínio [-100, 200]: 2709.1
2026-02-20T10:32:47 | ERROR    | __main__ | Mensagem descartada | topic=curso/smartaqua/telemetry/SAT-AQUA-03 | erro=Integridade Falhou: altitude_km deve ser positivo: -2630.4
2026-02-20T10:32:47 | ERROR    | __main__ | Mensagem descartada | topic=curso/smartaqua/telemetry/SAT-AQUA-04 | erro=Integridade Falhou: ice_thickness_m reportado fora das regiões polares (lat=0.0)
2026-02-20T10:32:47 | ERROR    | __main__ | Mensagem descartada | topic=curso/smartaqua/telemetry/SAT-AQUA-05 | erro=Integridade Falhou: ice_thickness_m reportado fora das regiões polares (lat=46.8784)
2026-02-20T10:32:48 | ERROR    | __main__ | Mensagem descartada | topic=curso/smartaqua/telemetry/SAT-AQUA-01 | erro=Integridade Falhou: ice_thickness_m reportado fora das regiões polares (lat=20.8836)
2026-02-20T10:32:48 | ERROR    | __main__ | Mensagem descartada | topic=curso/smartaqua/telemetry/SAT-AQUA-02 | erro=Integridade Falhou: core_temp_c fora do domínio [-100, 200]: 2710.0
2026-02-20T10:32:48 | ERROR    | __main__ | Mensagem descartada | topic=curso/smartaqua/telemetry/SAT-AQUA-03 | erro=Integridade Falhou: altitude_km deve ser positivo: -2631.11
2026-02-20T10:32:48 | ERROR    | __main__ | Mensagem descartada | topic=curso/smartaqua/telemetry/SAT-AQUA-04 | erro=Integridade Falhou: ice_thickness_m reportado fora das regiões polares (lat=0.0)
2026-02-20T10:32:48 | ERROR    | __main__ | Mensagem descartada | topic=curso/smartaqua/telemetry/SAT-AQUA-05 | erro=Integridade Falhou: ice_thickness_m reportado fora das regiões polares (lat=47.2866)
2026-02-20T10:32:49 | ERROR    | __main__ | Mensagem descartada | topic=curso/smartaqua/telemetry/SAT-AQUA-01 | erro=Integridade Falhou: ice_thickness_m reportado fora das regiões polares (lat=20.9204)
2026-02-20T10:32:49 | ERROR    | __main__ | Mensagem descartada | topic=curso/smartaqua/telemetry/SAT-AQUA-02 | erro=Integridade Falhou: core_temp_c fora do domínio [-100, 200]: 2710.6
2026-02-20T10:32:49 | ERROR    | __main__ | Mensagem descartada | topic=curso/smartaqua/telemetry/SAT-AQUA-03 | erro=Integridade Falhou: altitude_km deve ser positivo: -2631.48
2026-02-20T10:32:49 | ERROR    | __main__ | Mensagem descartada | topic=curso/smartaqua/telemetry/SAT-AQUA-04 | erro=Integridade Falhou: ice_thickness_m reportado fora das regiões polares (lat=0.0)
2026-02-20T10:32:49 | ERROR    | __main__ | Mensagem descartada | topic=curso/smartaqua/telemetry/SAT-AQUA-05 | erro=Integridade Falhou: ice_thickness_m reportado fora das regiões polares (lat=47.2716)
2026-02-20T10:32:50 | ERROR    | __main__ | Mensagem descartada | topic=curso/smartaqua/telemetry/SAT-AQUA-01 | erro=Integridade Falhou: ice_thickness_m reportado fora das regiões polares (lat=20.8096)
2026-02-20T10:32:50 | ERROR    | __main__ | Mensagem descartada | topic=curso/smartaqua/telemetry/SAT-AQUA-02 | erro=Integridade Falhou: core_temp_c fora do domínio [-100, 200]: 2711.6
2026-02-20T10:32:50 | ERROR    | __main__ | Mensagem descartada | topic=curso/smartaqua/telemetry/SAT-AQUA-03 | erro=Integridade Falhou: altitude_km deve ser positivo: -2631.93
2026-02-20T10:32:50 | ERROR    | __main__ | Mensagem descartada | topic=curso/smartaqua/telemetry/SAT-AQUA-04 | erro=Integridade Falhou: ice_thickness_m reportado fora das regiões polares (lat=0.0)
2026-02-20T10:32:50 | ERROR    | __main__ | Mensagem descartada | topic=curso/smartaqua/telemetry/SAT-AQUA-05 | erro=Integridade Falhou: ice_thickness_m reportado fora das regiões polares (lat=46.8633)
2026-02-20T10:32:51 | ERROR    | __main__ | Mensagem descartada | topic=curso/smartaqua/telemetry/SAT-AQUA-01 | erro=Integridade Falhou: ice_thickness_m reportado fora das regiões polares (lat=20.4438)
2026-02-20T10:32:51 | ERROR    | __main__ | Mensagem descartada | topic=curso/smartaqua/telemetry/SAT-AQUA-02 | erro=Integridade Falhou: core_temp_c fora do domínio [-100, 200]: 2711.6
2026-02-20T10:32:51 | ERROR    | __main__ | Mensagem descartada | topic=curso/smartaqua/telemetry/SAT-AQUA-03 | erro=Integridade Falhou: altitude_km deve ser positivo: -2632.19
2026-02-20T10:32:51 | ERROR    | __main__ | Mensagem descartada | topic=curso/smartaqua/telemetry/SAT-AQUA-04 | erro=Integridade Falhou: ice_thickness_m reportado fora das regiões polares (lat=0.0)
2026-02-20T10:32:51 | ERROR    | __main__ | Mensagem descartada | topic=curso/smartaqua/telemetry/SAT-AQUA-05 | erro=Integridade Falhou: ice_thickness_m reportado fora das regiões polares (lat=46.7242)
2026-02-20T10:32:52 | ERROR    | __main__ | Mensagem descartada | topic=curso/smartaqua/telemetry/SAT-AQUA-01 | erro=Integridade Falhou: ice_thickness_m reportado fora das regiões polares (lat=20.3144)
2026-02-20T10:32:52 | ERROR    | __main__ | Mensagem descartada | topic=curso/smartaqua/telemetry/SAT-AQUA-02 | erro=Integridade Falhou: core_temp_c fora do domínio [-100, 200]: 2713.1
2026-02-20T10:32:52 | ERROR    | __main__ | Mensagem descartada | topic=curso/smartaqua/telemetry/SAT-AQUA-03 | erro=Integridade Falhou: altitude_km deve ser positivo: -2632.6
2026-02-20T10:32:52 | ERROR    | __main__ | Mensagem descartada | topic=curso/smartaqua/telemetry/SAT-AQUA-04 | erro=Integridade Falhou: ice_thickness_m reportado fora das regiões polares (lat=0.0)
2026-02-20T10:32:52 | ERROR    | __main__ | Mensagem descartada | topic=curso/smartaqua/telemetry/SAT-AQUA-05 | erro=Integridade Falhou: ice_thickness_m reportado fora das regiões polares (lat=47.1535)
2026-02-20T10:32:53 | ERROR    | __main__ | Mensagem descartada | topic=curso/smartaqua/telemetry/SAT-AQUA-01 | erro=Integridade Falhou: ice_thickness_m reportado fora das regiões polares (lat=20.753)
2026-02-20T10:32:53 | ERROR    | __main__ | Mensagem descartada | topic=curso/smartaqua/telemetry/SAT-AQUA-02 | erro=Integridade Falhou: core_temp_c fora do domínio [-100, 200]: 2714.7
2026-02-20T10:32:53 | ERROR    | __main__ | Mensagem descartada | topic=curso/smartaqua/telemetry/SAT-AQUA-03 | erro=Integridade Falhou: altitude_km deve ser positivo: -2633.44
2026-02-20T10:32:53 | ERROR    | __main__ | Mensagem descartada | topic=curso/smartaqua/telemetry/SAT-AQUA-04 | erro=Integridade Falhou: ice_thickness_m reportado fora das regiões polares (lat=0.0)
2026-02-20T10:32:53 | ERROR    | __main__ | Mensagem descartada | topic=curso/smartaqua/telemetry/SAT-AQUA-05 | erro=Integridade Falhou: ice_thickness_m reportado fora das regiões polares (lat=47.2137)
2026-02-20T10:32:54 | ERROR    | __main__ | Mensagem descartada | topic=curso/smartaqua/telemetry/SAT-AQUA-01 | erro=Integridade Falhou: ice_thickness_m reportado fora das regiões polares (lat=21.1554)
2026-02-20T10:32:54 | ERROR    | __main__ | Mensagem descartada | topic=curso/smartaqua/telemetry/SAT-AQUA-02 | erro=Integridade Falhou: core_temp_c fora do domínio [-100, 200]: 2714.9
2026-02-20T10:32:54 | ERROR    | __main__ | Mensagem descartada | topic=curso/smartaqua/telemetry/SAT-AQUA-03 | erro=Integridade Falhou: altitude_km deve ser positivo: -2633.78
2026-02-20T10:32:54 | ERROR    | __main__ | Mensagem descartada | topic=curso/smartaqua/telemetry/SAT-AQUA-04 | erro=Integridade Falhou: ice_thickness_m reportado fora das regiões polares (lat=0.0)
2026-02-20T10:32:54 | ERROR    | __main__ | Mensagem descartada | topic=curso/smartaqua/telemetry/SAT-AQUA-05 | erro=Integridade Falhou: ice_thickness_m reportado fora das regiões polares (lat=47.1681)
2026-02-20T10:32:55 | ERROR    | __main__ | Mensagem descartada | topic=curso/smartaqua/telemetry/SAT-AQUA-01 | erro=Integridade Falhou: ice_thickness_m reportado fora das regiões polares (lat=20.9236)
2026-02-20T10:32:55 | ERROR    | __main__ | Mensagem descartada | topic=curso/smartaqua/telemetry/SAT-AQUA-02 | erro=Integridade Falhou: core_temp_c fora do domínio [-100, 200]: 2714.4
2026-02-20T10:32:55 | ERROR    | __main__ | Mensagem descartada | topic=curso/smartaqua/telemetry/SAT-AQUA-03 | erro=Integridade Falhou: altitude_km deve ser positivo: -2634.46
2026-02-20T10:32:55 | ERROR    | __main__ | Mensagem descartada | topic=curso/smartaqua/telemetry/SAT-AQUA-04 | erro=Integridade Falhou: ice_thickness_m reportado fora das regiões polares (lat=0.0)
